Date,Country,City,Specie,count,min,max,median,variance
12-01-2020,IN,Thrissur,co,24,5.3,14.6,9.9,90.23
14-01-2020,IN,Thrissur,co,21,5.3,16.1,10.5,148.8
09-02-2020,IN,Thrissur,co,22,0.1,10.2,5.3,61.1
13-04-2020,IN,Thrissur,co,48,1.8,14.9,4.3,286.45
11-05-2020,IN,Thrissur,co,72,1.5,21.7,11.3,360.42
08-06-2020,IN,Thrissur,co,72,2.4,25.8,14,536.22
26-06-2020,IN,Thrissur,co,72,1.8,22.4,14.8,491.93
09-01-2020,IN,Thrissur,co,24,3.4,11.7,8.6,58.43
13-02-2020,IN,Thrissur,co,24,1.2,12.7,5.6,138.87
10-04-2020,IN,Thrissur,co,72,1.9,11.4,8,99.52
19-04-2020,IN,Thrissur,co,63,1.8,14.3,9.1,175.83
22-05-2020,IN,Thrissur,co,72,1.5,20.3,11.9,319.55
25-06-2020,IN,Thrissur,co,72,1.6,22.2,14.7,535.91
04-01-2020,IN,Thrissur,co,24,2.2,15.4,9.5,130.84
06-02-2020,IN,Thrissur,co,24,4.3,9.1,6.1,19.79
27-02-2020,IN,Thrissur,co,14,5.1,10.1,6.9,20.76
05-05-2020,IN,Thrissur,co,51,1.3,19.4,11.8,346.69
12-05-2020,IN,Thrissur,co,66,0.9,22.5,12.7,459.97
18-06-2020,IN,Thrissur,co,48,0.8,17,7,399.24
24-06-2020,IN,Thrissur,co,67,0.3,29.8,19.1,939.44
24-01-2020,IN,Thrissur,co,24,1.9,9.9,6.8,50.13
27-01-2020,IN,Thrissur,co,24,1.9,9.9,6,42.14
04-03-2020,IN,Thrissur,co,24,2.7,7.5,4.5,23.46
12-03-2020,IN,Thrissur,co,24,2.6,4,3.3,1.62
11-06-2020,IN,Thrissur,co,72,0.9,25.3,15.9,586.74
21-01-2020,IN,Thrissur,co,13,0.4,9.9,5,114.04
25-01-2020,IN,Thrissur,co,24,2.2,11.2,6,46.4
22-02-2020,IN,Thrissur,co,24,3.1,10.6,5.8,35.76
24-03-2020,IN,Thrissur,co,21,0.3,3.6,2.8,5.63
01-04-2020,IN,Thrissur,co,72,0.8,12.8,7.5,122.89
20-04-2020,IN,Thrissur,co,70,0.6,14.7,9,197.61
04-05-2020,IN,Thrissur,co,48,8.6,19.8,11.4,141.78
10-05-2020,IN,Thrissur,co,71,0.3,17.5,11.9,279.94
14-06-2020,IN,Thrissur,co,68,0.4,17.6,12.3,340.3
23-06-2020,IN,Thrissur,co,57,0.3,29.7,17.8,525.78
12-07-2020,IN,Thrissur,co,72,2.3,17.3,13.1,313.45
14-07-2020,IN,Thrissur,co,72,0.9,22,14.6,467.68
18-05-2020,IN,Thrissur,co,72,2.1,31.9,12.2,744.49
09-07-2020,IN,Thrissur,co,47,0.2,16.9,15.3,446.17
26-01-2020,IN,Thrissur,co,24,1.5,11.5,7.2,101.97
01-03-2020,IN,Thrissur,co,24,2,7.4,4.8,28.55
07-03-2020,IN,Thrissur,co,23,0.4,8.1,4.3,35.03
13-03-2020,IN,Thrissur,co,24,1.1,4.3,3.2,5.84
17-03-2020,IN,Thrissur,co,22,0.2,5.1,3,15.96
24-02-2020,IN,Thrissur,co,24,2.1,11.2,5.3,58.36
08-03-2020,IN,Thrissur,co,24,0.1,6.9,4.3,34.78
21-03-2020,IN,Thrissur,co,20,0.4,6.1,3.2,18.65
11-04-2020,IN,Thrissur,co,72,2,12.2,8,100.02
15-04-2020,IN,Thrissur,co,62,2.5,13.2,8.6,161.92
22-04-2020,IN,Thrissur,co,70,1.9,12.6,8.9,108.74
29-04-2020,IN,Thrissur,co,51,1.6,15.1,8.2,158.7
04-06-2020,IN,Thrissur,co,72,2.2,20.2,13.1,333.67
14-02-2020,IN,Thrissur,co,24,0.5,14.3,5.3,205.34
19-02-2020,IN,Thrissur,co,24,4,11.8,8.2,67.29
09-03-2020,IN,Thrissur,co,24,2.4,4.7,3.6,4.61
09-04-2020,IN,Thrissur,co,72,1.3,12.1,8,119.35
03-05-2020,IN,Thrissur,co,51,2.7,16.3,10.4,113.09
08-07-2020,IN,Thrissur,co,48,1.7,16.3,4.1,400.79
10-07-2020,IN,Thrissur,co,60,1.7,22.4,13.6,474.97
25-03-2020,IN,Thrissur,co,24,2.2,4.7,3.1,5.49
27-04-2020,IN,Thrissur,co,46,1.2,10.4,8.8,132.22
30-05-2020,IN,Thrissur,co,72,0.4,20.1,14,405.84
07-06-2020,IN,Thrissur,co,72,1.2,18.7,12.3,342.01
17-06-2020,IN,Thrissur,co,47,0.2,18.2,13.9,418.76
06-07-2020,IN,Thrissur,co,71,2.1,24.8,14.3,504.43
19-01-2020,IN,Thrissur,co,24,3.2,13.8,8.5,151
29-03-2020,IN,Thrissur,co,41,1.9,6.9,4.1,31.89
30-03-2020,IN,Thrissur,co,52,2.2,10.8,5.9,77.92
04-04-2020,IN,Thrissur,co,61,1.2,12.9,7.9,95.28
14-05-2020,IN,Thrissur,co,50,2,22.4,13.6,216.48
15-05-2020,IN,Thrissur,co,53,2.5,20.7,14.4,247.25
17-05-2020,IN,Thrissur,co,72,0.3,19.8,11.7,395.59
11-01-2020,IN,Thrissur,co,24,5.5,11,8.7,39.64
11-03-2020,IN,Thrissur,co,24,2.4,4,3.2,1.59
07-05-2020,IN,Thrissur,co,48,1.2,21.2,5.2,367.87
27-05-2020,IN,Thrissur,co,72,0.5,24.6,13.4,463.68
28-05-2020,IN,Thrissur,co,72,0.7,22.6,13.1,431.27
11-07-2020,IN,Thrissur,co,71,0.2,20.1,16.3,459.61
13-07-2020,IN,Thrissur,co,72,2,22.7,13.4,480.05
31-12-2019,IN,Thrissur,co,24,3.2,11.3,8.2,55.65
04-02-2020,IN,Thrissur,co,24,1.5,11.9,7.3,99.81
01-05-2020,IN,Thrissur,co,72,1.4,15.7,9.5,259.39
17-07-2020,IN,Thrissur,co,72,0.9,26.9,13.8,615.41
08-01-2020,IN,Thrissur,co,24,3.6,14.7,8.4,132.68
15-01-2020,IN,Thrissur,co,24,1.9,12.7,8.3,139.53
21-04-2020,IN,Thrissur,co,68,1.8,12.5,8.5,102.68
23-05-2020,IN,Thrissur,co,70,0.1,19.9,14.1,381.33
24-05-2020,IN,Thrissur,co,68,0.8,16.3,12.5,195.05
07-02-2020,IN,Thrissur,co,19,0.7,9.3,4.4,39.83
12-02-2020,IN,Thrissur,co,24,0.2,12.1,5.9,152.59
26-05-2020,IN,Thrissur,co,72,1,21.5,12.9,403.39
06-01-2020,IN,Thrissur,co,24,1.6,13.4,7.5,139.56
21-02-2020,IN,Thrissur,co,24,2.8,18.4,7.1,278.54
03-03-2020,IN,Thrissur,co,8,2.6,6.7,5,22.86
23-03-2020,IN,Thrissur,co,24,1.5,7.2,2.8,21.59
28-03-2020,IN,Thrissur,co,43,0.4,12.5,3.7,165.95
05-04-2020,IN,Thrissur,co,72,1.5,12.2,7.5,111.82
12-04-2020,IN,Thrissur,co,64,1.9,12.7,8.4,147.67
26-04-2020,IN,Thrissur,co,45,0.9,10.9,8.7,165.48
17-01-2020,IN,Thrissur,co,24,1.7,13.4,9.2,186.62
03-02-2020,IN,Thrissur,co,24,3,7.4,5.4,20.01
08-02-2020,IN,Thrissur,co,24,0.6,7.5,5.5,46.73
25-02-2020,IN,Thrissur,co,23,1.1,8.5,5.7,46.24
29-02-2020,IN,Thrissur,co,24,2,7.6,4.9,18.53
06-03-2020,IN,Thrissur,co,24,0.8,8.4,4,32.47
20-03-2020,IN,Thrissur,co,23,0.1,3.8,2.5,7.97
17-04-2020,IN,Thrissur,co,72,1.3,14,8.9,152.91
05-06-2020,IN,Thrissur,co,72,0.7,26.8,14.1,532.05
10-06-2020,IN,Thrissur,co,70,0.2,27.6,15.2,560.86
07-07-2020,IN,Thrissur,co,59,2.2,27.8,13.5,545.62
31-01-2020,IN,Thrissur,co,22,0.1,10.2,5.8,59.21
10-03-2020,IN,Thrissur,co,24,2.4,6.1,4.2,13
16-03-2020,IN,Thrissur,co,21,1,5.1,3.3,11.98
12-06-2020,IN,Thrissur,co,72,1.8,38.5,14.8,1063.92
10-02-2020,IN,Thrissur,co,24,0.5,8.8,4.8,61.9
23-04-2020,IN,Thrissur,co,70,2.5,14.4,9.4,120.53
30-04-2020,IN,Thrissur,co,70,0.9,16.4,10,316.99
02-06-2020,IN,Thrissur,co,71,0.1,20.9,12.3,337.08
